company_name,cik,filing_date,name,age,current_role,past_roles,compensation_salary,compensation_stock,compensation_bonus,compensation_other,compensation_total,compensation_year,start_date,board_member,committee_memberships,other_board_memberships,notable_achievements,education1_degree,education1_field,education1_university,education1_year,education2_degree,education2_field,education2_university,education2_year,education3_degree,education3_field,education3_university,education3_year
"Keysight Technologies, Inc.",0001601046,2023-01-23,Charles J. Dockendorff,68,Director,"Executive Vice President and Chief Financial Officer of Covidien plc; Vice President and Chief Financial Officer of Covidien plc; Chief Financial Officer of Tyco Healthcare; Vice President and Controller of Kendall; Chief Financial Officer, Vice President of Finance and Treasurer of Epsco Inc. and Infrared Industries, Inc.",,,,,,2023,October 2014,True,Audit and Finance (Chair); Nominating and Corporate Governance,"Boston Scientific Corporation; Haemonetics Corporation; Hologic, Inc.; Management Sciences for Health",,Bachelor’s degree,Business Administration and Accounting,University of Massachusetts,,Master of Science,Finance,Bentley College,,,,,
"Keysight Technologies, Inc.",0001601046,2023-01-23,Richard P. Hamada,64,Director,Chief Executive Officer of Avnet Inc.; President of Avnet Inc.; Chief Operating Officer of Avnet Inc.; President of Avnet’s Technology Solutions operating group; President of Avnet’s Computer Marketing business unit,,,,,,2023,October 2014,True,Compensation and Human Capital; Nominating and Corporate Governance,"Trinity Capital, Inc.; Avnet, Inc.",,Bachelor of Science,Finance,San Diego State University,,,,,,,,,
LENNAR CORP /NEW/,0000920760,2023-03-01,Stuart Miller,,Executive Chairman,,,,,,,2023,1990,True,Executive Committee,,,,,,,,,,,,,,
LENNAR CORP /NEW/,0000920760,2023-03-01,Rick Beckwitt,,Co-Chief Executive Officer and Co-President,,,,,,,2023,2018,True,,,,,,,,,,,,,,,
LENNAR CORP /NEW/,0000920760,2023-03-01,Jonathan M. Jaffe,,Co-Chief Executive Officer and Co-President,Director (1997-2004),,,,,,2023,2018,True,,,,,,,,,,,,,,,
LENNAR CORP /NEW/,0000920760,2023-03-01,Diane Bessette,,"Vice President, Chief Financial Officer and Treasurer",,,,,,,2023,,False,,,,,,,,,,,,,,,
LENNAR CORP /NEW/,0000920760,2023-03-01,Jeff McCall,,Executive Vice President,,,,,,,2023,,False,,,,,,,,,,,,,,,
LENNAR CORP /NEW/,0000920760,2023-03-01,Mark Sustana,,"Vice President, General Counsel and Secretary",,,,,,,2023,,False,,,,,,,,,,,,,,,
LEVI STRAUSS & CO,0000094845,2023-03-07,Charles (“Chip”) V. Bergh,65,"President, Chief Executive Officer and Director",,,,,,,,,True,,Levi Strauss Foundation,,,,,,,,,,,,,
LEVI STRAUSS & CO,0000094845,2023-03-07,Seth M. Ellison,64,Executive Vice President and Chief Commercial Officer,,,,,,,,,False,,,,,,,,,,,,,,,
LEVI STRAUSS & CO,0000094845,2023-03-07,Michelle Gass,55,President and Director,,,,,,,,,True,,,,,,,,,,,,,,,
LEVI STRAUSS & CO,0000094845,2023-03-07,Seth R. Jaffe,65,Executive Vice President and Chief Legal Officer,"Senior Vice President and General Counsel of Williams-Sonoma, Inc.; Chief Administrative Officer and General Counsel of CareThere Inc.",,,,,,,2011,False,,Levi Strauss Foundation,,,,,,,,,,,,,
LEVI STRAUSS & CO,0000094845,2023-03-07,Elizabeth O’Neill,51,Executive Vice President and Chief Operations Officer,,,,,,,,,False,,,,,,,,,,,,,,,
LEVI STRAUSS & CO,0000094845,2023-03-07,Harmit Singh,59,Executive Vice President and Chief Financial and Growth Officer,,,,,,,,,False,,,,,,,,,,,,,,,
"MARA Holdings, Inc.",0001507605,2024-04-29,Fred Thiel,,Chief Executive Officer and Chairperson of the Board,,800000,52492318,800000,10992,54093310,2023,,True,,,,,,,,,,,,,,,
"MARA Holdings, Inc.",0001507605,2024-04-29,Salman Khan,,Chief Financial Officer,,309000,24160787,475000,8190,25045977,2023,2023-06-07,False,,,,,,,,,,,,,,,
"MARA Holdings, Inc.",0001507605,2024-04-29,James Crawford,,Chief Operating Officer,,241099,11996703,241099,7902,12487803,2023,,False,,,,,,,,,,,,,,,
"MARA Holdings, Inc.",0001507605,2024-04-29,Ashu Swami,,Chief Technology Officer,,300000,11847413,300000,0,12447413,2023,,False,,,,,,,,,,,,,,,
"MARA Holdings, Inc.",0001507605,2024-04-29,Adam Swick,,Chief Growth Officer,,285312,11520923,285312,8289,12108836,2023,,False,,,,,,,,,,,,,,,
"MARA Holdings, Inc.",0001507605,2024-04-29,Hugh Gallagher,,Former Chief Financial Officer,,197894,0,0,0,197894,2023,,False,,,,,,,,,,,,,,,
"MAXIMUS, INC.",0001032220,2023-01-25,Bruce L. Caswell,,Chief Executive Officer and President,President & General Manager of multiple Maximus business segments; Company President,823077,4682108,765000,16200,6286385,2022,,True,,,,,,,,,,,,,,,
"MAXIMUS, INC.",0001032220,2023-01-25,David W. Mutryn,,Chief Financial Officer,,443269,761154,222300,16200,1442923,2022,,False,,,,,,,,,,,,,,,
"MAXIMUS, INC.",0001032220,2023-01-25,Teresa A. Weipert,,GM US Federal Services,,557981,913469,355063,12200,1838713,2022,,False,,,,,,,,,,,,,,,
"MAXIMUS, INC.",0001032220,2023-01-25,Ilene R. Baylinson,,GM U.S. Services,,525962,913469,155025,12450,1606906,2022,,False,,,,,,,,,,,,,,,
"MAXIMUS, INC.",0001032220,2023-01-25,David R. Francis,,General Counsel,,480467,761154,234000,25668,1501289,2022,,False,,,,,,,,,,,,,,,
"MAXIMUS, INC.",0001032220,2023-01-25,Richard J. Nadeau,,Former Chief Financial Officer,,105879,999990,0,128564,1234433,2022,,False,,,,,,,,,,,,,,,
MSC INDUSTRIAL DIRECT CO INC,0001003078,2022-12-15,Rahquel Purcell,52,"Chief Transformation Officer, North America of L’Oréal USA",,,,,,,2022,2022,True,Audit Committee; Compensation Committee,,,,,,,,,,,,,,
MSC INDUSTRIAL DIRECT CO INC,0001003078,2022-12-15,Rudina Seseri,50,"Founder and Managing Partner of Glasswing Ventures, LLC",,,,,,,2022,2020,True,Audit Committee; Compensation Committee,,,,,,,,,,,,,,
MoonLake Immunotherapeutics,0001821586,2024-04-24,Dr. Jorge Santos da Silva,47,Chief Executive Officer; Director,Senior Partner at McKinsey & Company; Professor and Board Advisor at Minho University,586333,0,589819,22063,1198215,2023,"July 1, 2021",True,,,,Ph.D.,Neuronal Cell Biology,University of Turin,,B.Sc.,Molecular Biology,"University of Glasgow, Institute of Biological and Life Sciences",,,,,
MoonLake Immunotherapeutics,0001821586,2024-04-24,Dr. Kristian Reich,58,Chief Scientific Officer,Co-founder of MoonLake AG; Guest-Professor at University Medical Center Hamburg-Eppendorf; Managing Partner at Dermatologikum Hamburg,586333,0,589819,54752,1230904,2023,"May 17, 2021",False,,Derma2go AG; Dermagnostix GmbH; ProDerma Foundation,,Dr. med.,Medicine,Technical University Munich,,Venia legendi,Dermatology and Venerology,Georg-August-University,,,,,
MoonLake Immunotherapeutics,0001821586,2024-04-24,Matthias Bodenstedt,36,Chief Financial Officer,Partner at McKinsey & Company; Director at MoonLake Immunotherapeutics Ltd.,446837,0,424491,20269,891597,2023,"July 1, 2021",False,,,,M.B.A.,Business Administration,Columbia Business School,,M.Phil.,Finance,University of Cambridge,,B.Sc.,Industrial Engineering,University of Hannover,
NATIONAL FUEL GAS CO,0000070145,2023-01-20,David P. Bauer,,President and Chief Executive Officer,,,,,,,2022,,,,,,,,,,,,,,,,,
NATIONAL FUEL GAS CO,0000070145,2023-01-20,Karen M. Camiolo,,Treasurer and Principal Financial Officer,,,,,,,2022,,,,,,,,,,,,,,,,,
NATIONAL FUEL GAS CO,0000070145,2023-01-20,Ronald C. Kraemer,,Chief Operating Officer,,,,,,,2022,,,,,,,,,,,,,,,,,
NATIONAL FUEL GAS CO,0000070145,2023-01-20,Donna L. DeCarolis,,President of the Company’s Utility segment,,,,,,,2022,,,,,,,,,,,,,,,,,
NATIONAL FUEL GAS CO,0000070145,2023-01-20,Justin I. Loweth,,President of the Company’s E&P segment and Midstream segment,,,,,,,2022,,,,,,,,,,,,,,,,,
NEW JERSEY RESOURCES CORP,0000356309,2022-12-15,Stephen D. Westhoven,,President and Chief Executive Officer,,884417,2254623,0,63776,4612774,2022,,,,,,,,,,,,,,,,,
NEW JERSEY RESOURCES CORP,0000356309,2022-12-15,Roberto F. Bel,,Senior Vice President and Current Chief Financial Officer,,350794,335267,0,37885,1020773,2022,,,,,,,,,,,,,,,,,
NEW JERSEY RESOURCES CORP,0000356309,2022-12-15,Patrick J. Migliaccio,,"Senior Vice President and Chief Operating Officer, NJNG, Former Chief Financial Officer",,456687,654726,0,37104,1527520,2022,,,,,,,,,,,,,,,,,
NEW JERSEY RESOURCES CORP,0000356309,2022-12-15,Amy Cradic,,"Senior Vice President and Chief Operating Officer of Non-Utility Businesses, Strategy and External Affairs",,389357,581979,0,43600,1344744,2022,,,,,,,,,,,,,,,,,
NEW JERSEY RESOURCES CORP,0000356309,2022-12-15,Richard Reich,,Senior Vice President and General Counsel,,359226,473654,0,33295,1113875,2022,,,,,,,,,,,,,,,,,
NEW JERSEY RESOURCES CORP,0000356309,2022-12-15,Timothy F. Shea,,"Former Vice President, NJRES",,189206,1099988,0,15781,1304975,2022,,,,,,,,,,,,,,,,,
NORDSON CORP,0000072331,2023-01-27,Sundaram Nagarajan,60,President and Chief Executive Officer,"Executive Vice President, ITW Automotive OEM Segment",900000,1980560,1670400,0,8432113,2022,2019,True,Executive Committee,Wesco International,,,,,,,,,,,,,
NORDSON CORP,0000072331,2023-01-27,Joseph P. Kelley,,Executive Vice President and Chief Financial Officer,,527000,0,0,0,0,2022,,False,,,,,,,,,,,,,,,
NORDSON CORP,0000072331,2023-01-27,Jeffrey A. Pembroke,,"Executive Vice President, Industrial Precision Solutions",,500000,0,0,0,0,2022,,False,,,,,,,,,,,,,,,
NORDSON CORP,0000072331,2023-01-27,Stephen P. Lovass,,"Executive Vice President, Medical and Fluid Solutions","Executive Vice President, Strategy and Corporate Development",450000,0,0,0,0,2022,,False,,,,,,,,,,,,,,,
NORDSON CORP,0000072331,2023-01-27,Jennifer L. McDonough,,"Executive Vice President, General Counsel and Secretary",,425000,0,0,0,0,2022,,False,,,,,,,,,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,"Michael Davidson, M.D.",,Chief Executive Officer,,,,,,,,,True,,,,,,,,,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,"John Kastelein, M.D., Ph.D. FESC",,,,,,,,,,,True,,,,,,,,,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,Ian Somaiya,,,,,,,,,,,True,,,,,,,,,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,"William H. Lewis, J.D., M.B.A.",,Non-Executive Director,,,,,,,,,True,Audit Committee; Compensation Committee,,,J.D.,,,,M.B.A.,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,"Nicholas Downing, M.D.",,,,,,,,,,,True,Nomination and Corporate Governance Committee,,,M.D.,,,,,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,"Louis Lange, M.D., Ph.D.",,Non-Executive Director,,,,,,,,,True,Audit Committee; Compensation Committee; Nomination and Corporate Governance Committee,,,M.D.,,,,Ph.D.,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,Sander Slootweg,,,,,,,,,,,True,Nomination and Corporate Governance Committee,,,,,,,,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,John W. Smither,,,,,,,,,,,True,Audit Committee; Compensation Committee; Nomination and Corporate Governance Committee,,,,,,,,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,"James N. Topper, M.D., Ph.D.",,,,,,,,,,,True,,,,M.D.,,,,Ph.D.,,,,,,,
NewAmsterdam Pharma Co N.V.,0001936258,2024-05-09,Janneke van der Kamp,,,,,,,,,,,True,Compensation Committee,,,,,,,,,,,,,,
ONESPAWORLD HOLDINGS Ltd,0001758488,2024-04-25,Leonard Fluxman,66,"Executive Chairman, Chief Executive Officer and President",Chief Executive Officer of Steiner Leisure and OSW Predecessor; Executive Chairman of the Company,910252,2606729,2275631,92193,5884805,2023,,True,,,,,,,,,,,,,,,
ONESPAWORLD HOLDINGS Ltd,0001758488,2024-04-25,Stephen B. Lazarus,60,Chief Financial Officer and Chief Operating Officer,"Chief Operating Officer and Chief Financial Officer of Steiner Leisure; Executive Vice President and Chief Financial Officer of Steiner Leisure; Senior Vice President and Chief Financial Officer of Steiner Leisure; Division Vice President and Chief Financial Officer for Rayovac Corporation’s Latin America Division; Director, Financial Planning and Analysis for Guinness; Finance and business positions at Duracell, Inc.; Senior auditor at Ernst & Young",579251,1049600,1042653,73945,2745449,2023,,False,,,,Bachelor of Commerce,,University of Witwatersrand,,Masters of Science in Management,,University of London,,,,,
ONESPAWORLD HOLDINGS Ltd,0001758488,2024-04-25,Susan Bonner,59,Chief Commercial Officer,"Managing Director and Vice President, APAC Region for Celebrity Cruises; Managing Director and Vice President, Australia and New Zealand at Royal Caribbean International; Vice President, Revenue Management and Onboard Revenue for Celebrity Cruises; Global leadership roles at Royal Caribbean International and its five brands; Roles at Norwegian Cruise Line, Seabourn Cruise Line and KPMG Consulting",500500,749996,750750,33118,2034364,2023,October 2020,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Eric D. Johnson,53,President,"Executive Vice President and Head of Funds Business Group Americas, PIMCO",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Keisha Audain-Pressley,48,Chief Compliance Officer,"Executive Vice President and Deputy Chief Compliance Officer, PIMCO",,,,,,,2018,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Ryan G. Leshaw,43,Chief Legal Officer,"Executive Vice President and Senior Counsel, PIMCO; Associate, Willkie Farr & Gallagher LLP",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Joshua D. Ratner,47,Senior Vice President,"Executive Vice President and Head of Americas Operations, PIMCO",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Peter G. Strelow,53,Senior Vice President,"Managing Director and Co-Chief Operating Officer, PIMCO; Chief Administrative Officer, PIMCO",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Wu-Kwan Kit,42,"Vice President, Senior Counsel and Secretary","Senior Vice President and Senior Counsel, PIMCO; Assistant General Counsel, VanEck Associates Corp.",,,,,,,2018,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Douglas B. Burrill,43,Vice President,"Senior Vice President, PIMCO",,,,,,,August 2022,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Elizabeth A. Duggan,59,Vice President,"Executive Vice President, PIMCO",,,,,,,2021,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Mark A. Jelic,42,Vice President,"Senior Vice President, PIMCO",,,,,,,2021,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Kenneth W. Lee,51,Vice President,"Senior Vice President, PIMCO",,,,,,,August 2022,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Brian J. Pittluck,46,Vice President,"Senior Vice President, PIMCO",,,,,,,2020,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Keith A. Werber,50,Vice President,"Executive Vice President, PIMCO",,,,,,,June 2022,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Bijal Y. Parikh,45,Treasurer,"Executive Vice President, PIMCO",,,,,,,2021,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Brandon T. Evans,41,Deputy Treasurer,"Senior Vice President, PIMCO",,,,,,,March 2022,False,,,,,,,,,,,,,,,
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,0001190935,2023-03-17,Erik C. Brown,56,Assistant Treasurer,"Executive Vice President, PIMCO",,,,,,,2015,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Eric D. Johnson,53,President,"Executive Vice President and Head of Funds Business Group Americas, PIMCO",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Keisha Audain-Pressley,48,Chief Compliance Officer,"Executive Vice President and Deputy Chief Compliance Officer, PIMCO",,,,,,,2018,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Ryan G. Leshaw,43,Chief Legal Officer,"Executive Vice President and Senior Counsel, PIMCO; Associate, Willkie Farr & Gallagher LLP",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Joshua D. Ratner,47,Senior Vice President,"Executive Vice President and Head of Americas Operations, PIMCO",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Peter G. Strelow,53,Senior Vice President,"Managing Director and Co-Chief Operating Officer, PIMCO; Chief Administrative Officer, PIMCO",,,,,,,2019,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Wu-Kwan Kit,42,"Vice President, Senior Counsel and Secretary","Senior Vice President and Senior Counsel, PIMCO; Assistant General Counsel, VanEck Associates Corp.",,,,,,,2018,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Douglas B. Burrill,43,Vice President,"Senior Vice President, PIMCO",,,,,,,August 2022,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Elizabeth A. Duggan,59,Vice President,"Executive Vice President, PIMCO",,,,,,,2021,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Mark A. Jelic,42,Vice President,"Senior Vice President, PIMCO",,,,,,,2021,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Kenneth W. Lee,51,Vice President,"Senior Vice President, PIMCO",,,,,,,August 2022,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Brian J. Pittluck,46,Vice President,"Senior Vice President, PIMCO",,,,,,,2020,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Keith A. Werber,50,Vice President,"Executive Vice President, PIMCO",,,,,,,June 2022,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Bijal Y. Parikh,45,Treasurer,"Executive Vice President, PIMCO",,,,,,,2021,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Brandon T. Evans,41,Deputy Treasurer,"Senior Vice President, PIMCO",,,,,,,March 2022,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Erik C. Brown,56,Assistant Treasurer,"Executive Vice President, PIMCO",,,,,,,2015,False,,,,,,,,,,,,,,,
PIMCO Dynamic Income Fund,0001510599,2023-05-19,Maria M. Golota,40,Assistant Treasurer,"Vice President, PIMCO",,,,,,,February 2023,False,,,,,,,,,,,,,,,
PLEXUS CORP,0000785786,2022-12-16,Todd P. Kelsey,,Chief Executive Officer,,1023076,4077029,2092884,247486,7440475,2022,,True,,,,,,,,,,,,,,,
PLEXUS CORP,0000785786,2022-12-16,Patrick J. Jermain,,Executive VP & CFO,,576538,1549737,725225,125655,2977155,2022,,False,,,,,,,,,,,,,,,
PLEXUS CORP,0000785786,2022-12-16,Steve Frisch,,President & Chief Strategy Officer,,620385,1669231,837062,136597,3263275,2022,,False,,,,,,,,,,,,,,,
PLEXUS CORP,0000785786,2022-12-16,Angelo M. Ninivaggi,,"Executive VP, CAO, GC & Secretary",,501538,785218,552022,112471,1951249,2022,,False,,,,,,,,,,,,,,,
PLEXUS CORP,0000785786,2022-12-16,Oliver Mihm,,Executive VP & COO,,459375,1001834,536055,104937,2102201,2022,,False,,,,,,,,,,,,,,,
POWELL INDUSTRIES INC,0000080420,2023-01-06,Brett A. Cope,54,"Chairman of the Board, President and Chief Executive Officer",Vice President of Sales and Marketing; Chief Operating Officer,,189700,,,,2023,2011,True,,,,BS,Applied Science,Miami University,,,,,,,,,
POWELL INDUSTRIES INC,0000080420,2023-01-06,Michael W. Metcalf,,,,,56200,,,,2023,,,,,,,,,,,,,,,,,
POWELL INDUSTRIES INC,0000080420,2023-01-06,Milburn E. Honeycutt,,,,,46400,,,,2023,,,,,,,,,,,,,,,,,
PRICESMART INC,0001041803,2022-12-16,Sherry S. Bahrambeygui,58,Chief Executive Officer and Director,"President and Managing Member of the Price Group, LLC; Founding Partner of Hosey & Bahrambeygui, LLP",1200000,52405,2055129,500000,3779134,2022,2011,True,,,,Law Degree,Law,"Hosey & Bahrambeygui, LLP",,,,,,,,,
PRICESMART INC,0001041803,2022-12-16,Michael L. McCleary,57,Executive Vice President & Chief Financial Officer,Senior Vice President and Corporate Controller; Vice President and Corporate Controller,610000,5240,299335,150000,1064575,2022,2003,False,,,,Bachelor of Arts,Business Economics,"University of California, Santa Barbara",,,,,,,,,
PRICESMART INC,0001041803,2022-12-16,John D. Hildebrandt,64,Executive Vice President & Chief Operating Officer,Executive Vice President — Operations; Country Manager in the Philippines and Panama,550000,3917,294428,125000,973345,2022,1997,False,,,,,,,,,,,,,,,
PRICESMART INC,0001041803,2022-12-16,Francisco Velasco,51,"Executive Vice President, General Counsel, Chief Ethics & Compliance Officer and Secretary","Division Counsel Latin America for AbbVie Inc.; In-house legal roles at Abbott Laboratories, Hanes Brands Inc., and Sara Lee Corporation",615000,5240,301788,100000,1022028,2022,2016,False,,,,Masters of Law,Law,Georgetown University,,MBA,Business Administration,Duke University,,,,,
PRICESMART INC,0001041803,2022-12-16,Juan Ignacio Biehl,57,Executive Vice President — Digital Experience and Chief Technology Officer,Chief Technology Officer of Aeropost; Senior Vice President of Digital Experience,500000,4837,225356,100000,830193,2022,2018,False,,,,,,,,,,,,,,,
PROGRESS SOFTWARE CORP /MA,0000876167,2023-03-29,Yogesh Gupta,62,President and Chief Executive Officer,,,,,,,2022,2016,True,,,,,,,,,,,,,,,
PROGRESS SOFTWARE CORP /MA,0000876167,2023-03-29,Anthony Folger,51,"Executive Vice President, Chief Financial Officer","Chief Financial Officer and Treasurer of Carbonite, Inc.; Chief Financial Officer at Acronis AG",,,,,,2022,2020,False,,,,,,,,,,,,,,,
PROGRESS SOFTWARE CORP /MA,0000876167,2023-03-29,John Ainsworth,58,"Executive Vice President and General Manager, Application and Data Platform","Senior Vice President, Products-Core; Senior Vice President, Engineering Services at CA Technologies, Inc.",,,,,,2022,2017,False,,,,,,,,,,,,,,,
PROGRESS SOFTWARE CORP /MA,0000876167,2023-03-29,Loren Jarrett,48,"Executive Vice President and General Manager, Digital Experience",Chief Marketing Officer; Senior Vice President and General Manager of Developer Tools Business,,,,,,2022,2017,False,,,,,,,,,,,,,,,
PROGRESS SOFTWARE CORP /MA,0000876167,2023-03-29,Jeremy Segal,52,"Executive Vice President, Corporate Development","Global Head of Corporate Development at LogMeIn; Vice President, Corporate Development at Akamai Technologies",,,,,,2022,2020,False,,,,,,,,,,,,,,,
PTC INC.,0000857005,2022-12-23,James Heppelmann,58,President and Chief Executive Officer,,,,,,,2022,2008,True,,,,,,,,,,,,,,,
PTC INC.,0000857005,2022-12-23,Kristian Talvitie,52,"Executive Vice President, Chief Financial Officer","Chief Financial Officer, Syncsort Incorporated; Chief Financial Officer, Sovos Compliance, LLC; Corporate Vice President, Finance, PTC; Senior Vice President, Financial Planning and Analysis and Investor Relations, PTC",,,,,,2022,May 2019,False,,,,,,,,,,,,,,,
PTC INC.,0000857005,2022-12-23,Michael DiTullio,55,"President, Digital Thread Business","President, Velocity Business; Executive Vice President, Global Sales",,,,,,2022,1999,False,,,,,,,,,,,,,,,
PTC INC.,0000857005,2022-12-23,Catherine Kniker,56,"Executive Vice President, Chief Strategy and Sustainability Officer","Executive Vice President, Chief Strategy Officer; DVP, Global Head of Corporate Development; Divisional Vice President, Head of Global Strategic Alliances; Chief Revenue Officer, IoT and AR",,,,,,2022,2016,False,,,,,,,,,,,,,,,
PTC INC.,0000857005,2022-12-23,Aaron von Staats,57,"Executive Vice President, General Counsel and Secretary",,,,,,,2022,1997,False,,,,,,,,,,,,,,,
"Paymentus Holdings, Inc.",0001841156,2024-04-24,Dushyant Sharma,55,"Chairman, President and Chief Executive Officer",,350000,757350,0,13838,1121188,2023,,True,,,,,,,,,,,,,,,
"Paymentus Holdings, Inc.",0001841156,2024-04-24,Sanjay Kalra,51,Senior Vice President and Chief Financial Officer,Senior Vice President and Chief Financial Officer of Harmonic Inc.,399446,4000005,467500,546,4867497,2023,March 2023,False,,,,B. Com.,Commerce and Accounting,"CCS University, India",,Chartered Accountant,,Institute of Chartered Accountants of India,,Certified Public Accountant,,,
"Paymentus Holdings, Inc.",0001841156,2024-04-24,Andrew Gerber,57,General Counsel and Secretary,"Deputy General Counsel and Assistant Secretary at Premier, Inc.",338480,559500,235651,9752,1143383,2023,January 2022,False,,,,J.D.,,University of Maryland School of Law,,B.S.,Business Administration,University of Maryland (College Park),,,,,
"Protagonist Therapeutics, Inc",0001377121,2023-04-12,"Dinesh V. Patel, Ph.D.",66,"President, Chief Executive Officer and Director",,,,,,,,,True,,,,,,,,,,,,,,,
"Protagonist Therapeutics, Inc",0001377121,2023-04-12,Asif Ali,49,"Executive Vice President, Chief Financial Officer",,,,,,,,,False,,,,,,,,,,,,,,,
"Protagonist Therapeutics, Inc",0001377121,2023-04-12,"Suneel Gupta, Ph.D.",65,Chief Development Officer,,,,,,,,,False,,,,,,,,,,,,,,,
"Protagonist Therapeutics, Inc",0001377121,2023-04-12,"Arturo Molina, M.D., M.S., F.A.C.P.",64,Chief Medical Officer,,,,,,,,,False,,,,,,,,,,,,,,,
"QXO, Inc.",0001236275,2024-11-05,Brad Jacobs,68,Chairman and Chief Executive Officer,"Executive Chairman of XPO, Inc.; Chairman and CEO of XPO, Inc.; Non-Executive Chairman of GXO Logistics, Inc.; Non-Executive Chairman of RXO, Inc.; Chairman and CEO of United Rentals, Inc.; Chairman and CEO of United Waste Systems, Inc.",,,,,,,"June 6, 2024",True,,"XPO, Inc.; GXO Logistics, Inc.; RXO, Inc.",,,,,,,,,,,,,
RH,0001528849,2022-12-28,Gary Friedman,,Chairman and CEO,,1250000,0,3125000,157285,4532285,2021,,True,,,,,,,,,,,,,,,
RH,0001528849,2022-12-28,Jack Preston,,Chief Financial Officer,,811538,0,811538,37000,1660076,2021,,False,,,,,,,,,,,,,,,
RH,0001528849,2022-12-28,Eri Chaya,,"President, CCO, CMO & Director",,1173077,0,1173077,37000,2383154,2021,,True,,,,,,,,,,,,,,,
RH,0001528849,2022-12-28,DeMonty Price,,"President, Chief Operating, Service and Values Officer",,986538,0,0,37000,1023538,2021,,False,,,,,,,,,,,,,,,
RH,0001528849,2022-12-28,David Stanchak,,"President, Chief Real Estate and Development Officer",,232967,0,0,3000,235967,2021,,False,,,,,,,,,,,,,,,
